id,id_social,retries,type,delay_time_rules,last_data_date,from_date,to_date,platform,createdBy,title,id_source,code,reply_created_date
3698750929672644889,3698750929672644889,0,BRAND_TRACKING,[],2024-08-13T04:57:48.393Z,1723525068,1755061068,10,ThreadsKeywordPostNoCookieCrawlingLoader,"Cái hồ sơ nhập học em xem trường gửi khi có thông báo nhập học ý, đừng mua trước làm gì. Năm ngoái trường c3 của chị phát cho hs, nhưng trường đh lại yêu cầu form khác nên chị điền hết cái hồ sơ này rồi nhưng lại không dùng đến",tr_68727007112,DNUml-ryKkZ,2025-08-14T04:24:52.000Z
3698748936241366222,3698748936241366222,0,BRAND_TRACKING,[],2024-08-13T04:57:48.393Z,1723525068,1755061068,10,ThreadsKeywordPostNoCookieCrawlingLoader,"Nhổ piezotome thì nhanh, ít sưng đau nhưng mắc hơn. Nhổ thường thì sưng đau 1-3 ngày, chi phí rẻ hơn.

Tui là sv nha khoa ở ĐH Y Dược TPHCM. Tui có thực hành nhổ răng khôn trong trường. Nếu bạn muốn nhổ răng giá sinh viên thì liên hệ tui nha.
Zalo 039 883 6284",tr_64716498726,DNUmI-KBUTO,2025-08-14T04:20:54.000Z
3698741754045463011,3698741754045463011,0,BRAND_TRACKING,[],2024-08-13T04:57:48.393Z,1723525068,1755061068,10,ThreadsKeywordPostNoCookieCrawlingLoader,"Tôi ko biết nhưng BK bạn t học đh năm 2015 giờ lương $2k, làm hybrid cứ ôm máy thích đi đâu thì đi, làm ngành khác cũng leader, manager rồi, nói chung là số nhiều chứ ko phải 1 2 ng, còn FTU t biết thì khỏi nói, sung túc lắm, toàn làm sếp thôi.",tr_69021554792,DNUkgdNyPnj,2025-08-14T04:06:38.000Z
3698741656754221309,3698741656754221309,0,BRAND_TRACKING,[],2024-08-13T04:57:48.393Z,1723525068,1755061068,10,ThreadsKeywordPostNoCookieCrawlingLoader,"khỏi lo. tui 3 tháng cuối thi đh thì chọn D01 trong khi trước đó chỉ tập trung A00.
Anh lấy gốc trong 3 tháng
Văn học cô Sương Mai
Toán thì ôn thì trước
không lo không lo",tr_76014932800,DNUkfCmxnD9,2025-08-14T04:06:26.000Z
3698741609115548889,3698741609115548889,0,BRAND_TRACKING,[],2024-08-13T04:57:48.393Z,1723525068,1755061068,10,ThreadsKeywordPostNoCookieCrawlingLoader,"Tôi ko biết nhưng BK bạn t học đh năm 2015 giờ lương $2k, làm hybrid cứ ôm máy thích đi đâu thì đi, làm ngành khác cũng leader, manager rồi, nói chung là số nhiều chứ ko phải 1 2 ng, còn FTU t biết thì khỏi nói, sung túc lắm, toàn làm sếp thôi.",tr_69021554792,DNUkeWPSfzZ,2025-08-14T04:06:21.000Z
3695059013590069722,3695059013590069722,0,BRAND_TRACKING,[],2024-08-13T04:57:53.919Z,1723525073,1755061073,10,ThreadsKeywordPostNoCookieCrawlingLoader,"-------------
Lưu ý: Thông tin về sức khỏe trong tài liệu này không nhằm mục đích thay thế việc tham khảo ý kiến với chuyên gia tại các cơ sở y tế
------------------------
☎️ Hotline: 1800 6928 (miễn phí) 
💜 TRUNG TÂM TIÊM CHỦNG VẮCXIN LONG CHÂU 💜 
📍 (địa chỉ TTTC)
⏰ Giờ mở cửa: 07:30-18:30 (Làm việc xuyên trưa) 
☎ SĐT trung tâm: 
👩🏻‍⚕️Có Bác sĩ hỗ trợ tư vấn trực tiếp 
📌 Đường đến Trung tâm :
#TiêmChủngLongChâu #Vaccine #Vắcxin #Viêmmàngnãomôcầu",tr_76163878308,DNHfJh5JDHa,2025-08-09T02:09:41.000Z
3694307507595556911,3694307507595556911,0,BRAND_TRACKING,[],2024-08-13T04:57:53.919Z,1723525073,1755061073,10,ThreadsKeywordPostNoCookieCrawlingLoader,"🎯 Đừng để căn bệnh “đau như ⚡️ giật” này làm tổn thương người thân yêu của bạn.

-------------
Lưu ý: Thông tin về sức khỏe trong tài liệu này không nhằm mục đích thay thế việc tham khảo ý kiến với chuyên gia tại các cơ sở y tế
-------------
TIÊM CHỦNG LONG CHÂU
Uy tín - An toàn - Bác sĩ tư vấn 24/7
⏰ Phục vụ xuyên trưa
☎️ Hotline: 0363509352
#LongChâu #TiêmChủngLongChâu #Vaccine #Vắcxin",tr_76163878308,DNE0RrZSrgv,2025-08-08T01:16:35.000Z
3698303263025449231,3698303263025449231,0,BRAND_TRACKING,[],2024-08-13T04:57:55.211Z,1723525075,1755061075,10,ThreadsKeywordPostNoCookieCrawlingLoader,"Có thể nói dường như sau mua lại, Phúc Long có chiều hướng quốc dân hoá thương hiệu nhưng đối với 1 fan đời đầu, nỗ lực tái định vị thương hiệu đang làm cho Phúc Long dần thiếu cá tính riêng - cách mà Phúc Long đã giữ trong nhiều năm ở core value về trà, ko chạy theo trend ngắn hạn như 1 vài thương hiệu khác",tr_68041354540,DNTAzkoTMkP,2025-08-13T13:35:26.000Z
3698735924445050564,3698735924445050564,0,BRAND_TRACKING,[],2024-08-13T04:57:55.223Z,1723525075,1755061075,10,ThreadsKeywordPostNoCookieCrawlingLoader,Học bổng của Đại K phải tính bằng trăm nghìn $,tr_63203435283,DNUjLn-hfbE,2025-08-14T03:55:03.000Z
3698346920327554490,3698346920327554490,0,CRISIS_TRACKING,[],2024-08-13T04:57:55.362Z,1723525075,1755061075,10,ThreadsKeywordPostNoCookieCrawlingLoader,Bạn đang xài những gì rồi,tr_68034604413,DNTKu3qSKW6,2025-08-13T15:02:10.000Z
